Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,F1 Score,F2 Score,False Negative Rate,False Positive Rate,Negative Predictive Value,Positive Predictive Value,Sensitivity,Specificity,Matthews Correlation Coefficient,AUC-ROC,AUC-PR
1,0.7777337741851806,0.8311010301113129,0.5142118863049095,0.42727272727272725,0.29213483146067415,0.2754237288135593,0.7346938775510204,0.4426229508196721,0.4857142857142857,0.325,0.2653061224489796,0.5573770491803278,-0.18320355485913462,0.37838742054198726,0.3820915744364553
2,0.7689396190643311,0.792596623301506,0.5633074935400517,0.4909090909090909,0.4909090909090909,0.5252918287937743,0.4489795918367347,0.5573770491803278,0.5510204081632653,0.4426229508196721,0.5510204081632653,0.4426229508196721,-0.006356641017062563,0.5152224824355972,0.4742459372180721
3,0.7603384637832642,0.7886880189180374,0.5671834625322998,0.5909090909090909,0.5454545454545454,0.5487804878048781,0.4489795918367347,0.3770491803278688,0.6333333333333333,0.54,0.5510204081632653,0.6229508196721312,0.17365198767881135,0.5831381733021077,0.4957375868584519
4,0.7576636743545532,0.7823105156421661,0.6085271317829457,0.5636363636363636,0.5384615384615384,0.5577689243027888,0.42857142857142855,0.4426229508196721,0.6181818181818182,0.509090909090909,0.5714285714285714,0.5573770491803278,0.12803687993289598,0.608564737370358,0.5599935800186611
5,0.7491203498840332,0.7774929702281952,0.6343669250645995,0.5818181818181818,0.5306122448979592,0.5306122448979592,0.46938775510204084,0.3770491803278688,0.6229508196721312,0.5306122448979592,0.5306122448979592,0.6229508196721312,0.15356306457009034,0.6269655403144865,0.5672361094730497
6,0.7380276775360107,0.7677724212408066,0.6757105943152455,0.6,0.5416666666666666,0.5349794238683128,0.46938775510204084,0.3442622950819672,0.6349206349206349,0.5531914893617021,0.5306122448979592,0.6557377049180327,0.18722896389125576,0.6704583472733355,0.609044721130907
7,0.7287830042839051,0.7602256834506989,0.6795865633074936,0.6272727272727273,0.594059405940594,0.6048387096774194,0.3877551020408163,0.36065573770491804,0.6724137931034483,0.5769230769230769,0.6122448979591837,0.639344262295082,0.2504604834108575,0.681164268986283,0.6472738399088227
8,0.7207589983940125,0.7564422786235809,0.6744186046511628,0.6454545454545455,0.5806451612903226,0.5625,0.4489795918367347,0.2786885245901639,0.6666666666666666,0.6136363636363636,0.5510204081632653,0.7213114754098361,0.27628871170149594,0.7079290732686517,0.6613849647695261
9,0.710033073425293,0.7470678985118866,0.7118863049095607,0.6727272727272727,0.625,0.6172839506172839,0.3877551020408163,0.2786885245901639,0.6984126984126984,0.6382978723404256,0.6122448979591837,0.7213114754098361,0.33512976122007543,0.7213114754098361,0.6791701981136908
10,0.6984914112091064,0.7409964203834534,0.7299741602067183,0.6909090909090909,0.6382978723404256,0.6224066390041494,0.3877551020408163,0.2459016393442623,0.7076923076923077,0.6666666666666666,0.6122448979591837,0.7540983606557377,0.3703294297762554,0.7377049180327868,0.6951420372228856
11,0.697167866230011,0.7367142587900162,0.7377260981912145,0.6909090909090909,0.6458333333333334,0.6378600823045267,0.3673469387755102,0.26229508196721313,0.7142857142857143,0.6595744680851063,0.6326530612244898,0.7377049180327869,0.3721049605522803,0.7487453997992639,0.7182690260685901
12,0.6852432298660278,0.733363687992096,0.7390180878552972,0.6727272727272727,0.64,0.6477732793522267,0.3469387755102041,0.3114754098360656,0.711864406779661,0.6274509803921569,0.6530612244897959,0.6885245901639344,0.34044870825372703,0.7356975577116092,0.6963990097045277
13,0.6810447406768799,0.7267993092536926,0.7506459948320413,0.6545454545454545,0.62,0.6275303643724697,0.3673469387755102,0.32786885245901637,0.6949152542372882,0.6078431372549019,0.6326530612244898,0.6721311475409836,0.3037696113801619,0.7460689193710272,0.703425372356131
14,0.6697613453865051,0.721141904592514,0.7312661498708011,0.7,0.6526315789473685,0.640495867768595,0.3673469387755102,0.2459016393442623,0.71875,0.6739130434782609,0.6326530612244898,0.7540983606557377,0.3896960230551949,0.7544329207092673,0.7114941405221966
15,0.6609180021286011,0.7153236865997314,0.7441860465116279,0.6727272727272727,0.625,0.6172839506172839,0.3877551020408163,0.2786885245901639,0.6984126984126984,0.6382978723404256,0.6122448979591837,0.7213114754098361,0.33512976122007543,0.7577785212445634,0.7099575555341315
16,0.6503536033630372,0.7213993519544601,0.7842377260981912,0.6636363636363637,0.5842696629213483,0.5508474576271186,0.46938775510204084,0.22950819672131148,0.6714285714285714,0.65,0.5306122448979592,0.7704918032786885,0.311100376175889,0.7544329207092673,0.7107022097439863
17,0.6487208342552185,0.7123811691999435,0.7777777777777778,0.6545454545454545,0.5957446808510638,0.5809128630705395,0.42857142857142855,0.2786885245901639,0.676923076923077,0.6222222222222222,0.5714285714285714,0.7213114754098361,0.29592534342851456,0.7557711609233857,0.7156276487344309
18,0.6451195454597474,0.704482764005661,0.7596899224806202,0.6909090909090909,0.66,0.6680161943319838,0.32653061224489793,0.29508196721311475,0.7288135593220338,0.6470588235294118,0.673469387755102,0.7049180327868853,0.3771278051272921,0.7691535630645701,0.7181878709328332
19,0.638909215927124,0.699929341673851,0.7764857881136951,0.6727272727272727,0.625,0.6172839506172839,0.3877551020408163,0.2786885245901639,0.6984126984126984,0.6382978723404256,0.6122448979591837,0.7213114754098361,0.33512976122007543,0.7671462027433924,0.7277827370757455
20,0.6367839384078979,0.7015299797058105,0.7764857881136951,0.6636363636363637,0.6105263157894737,0.5991735537190083,0.40816326530612246,0.2786885245901639,0.6875,0.6304347826086957,0.5918367346938775,0.7213114754098361,0.3155324200516111,0.7701572432251589,0.7241130508969755
21,0.6291505026817322,0.6930641531944275,0.7751937984496124,0.6909090909090909,0.6304347826086957,0.606694560669456,0.40816326530612246,0.22950819672131148,0.7014925373134329,0.6744186046511628,0.5918367346938775,0.7704918032786885,0.36905735932999584,0.7704918032786885,0.7171916295816911
22,0.6171792984008789,0.6985931694507599,0.7868217054263565,0.7090909090909091,0.6444444444444445,0.6118143459915611,0.40816326530612246,0.19672131147540983,0.7101449275362319,0.7073170731707317,0.5918367346938775,0.8032786885245902,0.4061350453814103,0.7791903646704583,0.7363720982846623
23,0.620789623260498,0.6893364191055298,0.789405684754522,0.6727272727272727,0.6170212765957447,0.6016597510373444,0.40816326530612246,0.26229508196721313,0.6923076923076923,0.6444444444444445,0.5918367346938775,0.7377049180327869,0.333127386602385,0.7731682837069254,0.7313808461637521
24,0.6107656526565551,0.6772461980581284,0.7881136950904393,0.7090909090909091,0.6595744680851063,0.6431535269709544,0.3673469387755102,0.22950819672131148,0.7230769230769231,0.6888888888888889,0.6326530612244898,0.7704918032786885,0.4075314729501258,0.7932418869187019,0.7491947788755864
