Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,F1 Score,F2 Score,False Negative Rate,False Positive Rate,Negative Predictive Value,Positive Predictive Value,Sensitivity,Specificity,Matthews Correlation Coefficient,AUC-ROC,AUC-PR
1,0.7762276124954224,0.7872264534235001,0.49483204134366926,0.4818181818181818,0.5365853658536586,0.6111111111111112,0.32653061224489793,0.6721311475409836,0.5555555555555556,0.44594594594594594,0.673469387755102,0.32786885245901637,0.0014175223775547672,0.5510204081632653,0.5049014834985937
2,0.7725850701332092,0.7832707911729813,0.5439276485788114,0.5636363636363636,0.5932203389830508,0.660377358490566,0.2857142857142857,0.5573770491803278,0.6585365853658537,0.5072463768115942,0.7142857142857143,0.4426229508196721,0.16128478940210111,0.6048845767815323,0.5572033985961636
3,0.767145402431488,0.7771245539188385,0.58656330749354,0.5727272727272728,0.591304347826087,0.648854961832061,0.30612244897959184,0.5245901639344263,0.6590909090909091,0.5151515151515151,0.6938775510204082,0.47540983606557374,0.1717470370036326,0.664101706256273,0.6245272887424278
4,0.7627739095687867,0.769488736987114,0.624031007751938,0.5909090909090909,0.5945945945945946,0.6395348837209303,0.32653061224489793,0.47540983606557374,0.6666666666666666,0.532258064516129,0.673469387755102,0.5245901639344263,0.19849167004694288,0.6985613917698227,0.6743478051358578
5,0.7546626734733581,0.7622356116771698,0.661498708010336,0.6181818181818182,0.6111111111111112,0.6470588235294118,0.32653061224489793,0.4262295081967213,0.6862745098039216,0.559322033898305,0.673469387755102,0.5737704918032787,0.24641684172331466,0.7226497156239545,0.7193282368384402
6,0.747314715385437,0.7527808994054794,0.6602067183462532,0.6,0.6071428571428571,0.6563706563706564,0.30612244897959184,0.47540983606557374,0.6808510638297872,0.5396825396825397,0.6938775510204082,0.5245901639344263,0.21949822876299824,0.733355637336902,0.7482247702426844
7,0.74042729139328,0.7464734613895416,0.6705426356589147,0.6090909090909091,0.6055045871559633,0.64453125,0.32653061224489793,0.4426229508196721,0.68,0.55,0.673469387755102,0.5573770491803278,0.2304228298045766,0.7397122783539646,0.7586048187666783
8,0.7355491876602173,0.7400121241807938,0.6770025839793282,0.6363636363636364,0.6153846153846154,0.6374501992031872,0.3469387755102041,0.3770491803278688,0.6909090909090909,0.5818181818181818,0.6530612244897959,0.6229508196721312,0.2743647427133485,0.7460689193710272,0.7649039311596533
9,0.7270156860351562,0.7322281301021576,0.6731266149870802,0.6181818181818182,0.6111111111111112,0.6470588235294118,0.32653061224489793,0.4262295081967213,0.6862745098039216,0.559322033898305,0.673469387755102,0.5737704918032787,0.24641684172331466,0.7507527601204416,0.7734174800004969
10,0.7219351577758789,0.7283309996128082,0.6795865633074936,0.6363636363636364,0.6153846153846154,0.6374501992031872,0.3469387755102041,0.3770491803278688,0.6909090909090909,0.5818181818181818,0.6530612244897959,0.6229508196721312,0.2743647427133485,0.7554366008698562,0.7801131954699837
